0.0 1.0 0.7826179653587358
0.025 0.9916243432480882 0.7873723978543226
0.05 0.9664546400497411 0.8016570156661749
0.075 0.9245336233475705 0.8254504984692007
0.1 0.8931676434705133 0.8467708235615177
0.125 0.8758821681840422 0.8572391031818453
0.15 0.8587889911393244 0.8732719876512677
0.175 0.8439179271104198 0.8909678574778908
0.2 0.8252863641316773 0.9092606964070988
0.225 0.805565111116334 0.9298774507713694
0.25 0.7896684564647464 0.9512190961887786
0.275 0.7688361469414965 0.9674438635840319
0.3 0.7451620967345622 0.9708764359238949
0.325 0.7281757520463737 0.9837325919545622
0.35 0.7072579766379002 0.9915784715885347
0.375 0.682109639910859 0.9994030308974152
0.4 0.6582219249908658 1.0
0.425 0.6341632783004254 0.9859925464143477
0.45 0.6128395399371398 0.966036722127939
0.475 0.5885244955910286 0.9380431352817268
0.5 0.56117541231948 0.8952958834716312
0.525 0.5383560209647816 0.8362599032910054
0.55 0.5153229648970243 0.7792493539941496
0.575 0.4925249400136318 0.7190407559334464
0.6 0.47034654279811033 0.6815809447462455
0.625 0.4470143561320704 0.6338447368645477
0.65 0.4236180700521128 0.5983250752607475
0.675 0.4025079964018862 0.5731670916518136
0.7 0.376120404339103 0.545557270657263
0.725 0.3508225023129205 0.5183951764896512
0.75 0.32302472314394803 0.48720354087959133
0.775 0.29150917796774944 0.44413648419311097
0.8 0.25777151977573753 0.3977647771173215
0.825 0.22298690448973663 0.3483442635533306
0.85 0.18709123269582906 0.29461704432069175
0.875 0.15151605797150994 0.23700952592125124
0.9 0.1130350431495888 0.18289854083695067
0.925 0.07519502246684458 0.12225287611185495
0.95 0.037696865324994715 0.060937753178860465
0.975 0.0 0.0
