#=================================================================
#Magnetic confinenment device's physical parameters
#-----------------------------------------------------------------
#  Device: Tokamak T-10
#  Field Strength B: 2.84 T
#  Ionization Energy E_ion: 13.598 eV
#  Background neutrals density: 1.00e+02 cm^-3
#  Minimum electron density: 3.00e+12 cm^-3
#  Maximum electron density: 3.33e+13 cm^-3
#  Minimum electron temperature: 20.0 eV
#  Maximum electron temperature: 1315.454 eV
#  Electron density delta: 3.03e+13 cm^-3
#  Electron temperature delta: 1295.454 eV
#  Device minor radius: 32.0 cm
#  Peak power deposition per unit volumen: 2.50e+18 eV cm^-3 s^-1
#  Power profile variance: 1.12 cm
#  Power profile mean radius 0.375 (adim)
#  Coulomb logararithm 17.5 (adim)
#  h constant 3.04e-12  eV^(1/2) cm^5 s^-1
#  wb constant 7.91e+07 eV
#  Characteristic electron density decay scale: 0.001 (adim)
#  Characteristic electron temperature decay scale: 0.001 (adim)
#  Equations normalizations constant: 4.00e+02 s
#=================================================================
#=================================================================
#PINN solver parameters
#-----------------------------------------------------------------
#  Number of hidden layers: 32
#  Collocations points within domain: 1000
#  Collocations points boundaries: 1
#  Number of tests points: 200
#  Number of observation points: 41
#  Number of pre iterations for adam 2000
#  Number of iterations for adam 5000
#  loss functions weights : [0.1, 0.1, 1.0, 1.0]
#=================================================================
#DATA LAYOUT (NUMBER OF POINTS: 41):
#RADIUS DENSITY TEMPERATURE RESIDUAL_N RESIDUAL_T
#-----------------------------------------------------------------
0.01234568 0.9806296 0.9633096 0.039001823636470485 -0.022598836197897255
0.037037037 0.7737679 0.63249385 -0.05844693734541475 -0.06077410968788736
0.061728396 0.6747747 0.53497434 -0.008359432348113285 -0.07611596950495232
0.086419754 0.6062347 0.4903689 -0.02062742739855306 -0.04148407335348038
0.11111111 0.55186343 0.4669232 0.0057964771436188976 -0.02653561579915095
0.13580246 0.5058555 0.45387653 -0.014860924754227624 -0.028158340801577836
0.16049382 0.4649558 0.44593915 -0.020021915369386644 -0.02683101716465444
0.18518518 0.42740747 0.44037247 -0.005465760208773146 -0.021497909606876964
0.20987654 0.39233434 0.43564928 0.0058541895076989516 -0.015069752326557046
0.2345679 0.3591571 0.43071628 0.003450787035095442 -0.009354786728256204
0.25925925 0.3273363 0.4246085 -0.006057621584906063 -0.004883435663564842
0.28395063 0.29638162 0.4162321 -0.010606009181891482 -0.001818367572048328
0.30864197 0.2659494 0.40419516 -0.00537535701901367 -0.000716547684692614
0.33333334 0.23589143 0.38663027 0.003257570035273407 -0.0023748947271551063
0.3580247 0.20621212 0.36103627 0.005515785331371138 -0.005848655110873074
0.38271606 0.17700447 0.32440493 -0.0001314677664193694 -0.004679651128764147
0.4074074 0.14848523 0.27440268 -0.005330254057972637 0.012428426164814665
0.43209878 0.121153675 0.21258831 -0.0023884547664837267 0.04326131454563508
0.45679012 0.0958981 0.14789197 0.007927457667912132 0.058383830218823415
0.4814815 0.0738227 0.093357936 0.017156345134731438 0.04525890875832856
0.50617284 0.055804584 0.056039777 0.01828919536200738 0.026242493721087726
0.5308642 0.04206418 0.03386118 0.013901861275727788 0.014592715740682303
0.5555556 0.032111958 0.02140478 0.00902414265506952 0.008969689839404672
0.5802469 0.02509169 0.014365799 0.005553595305668485 0.006289329628931044
0.60493827 0.020156411 0.010231894 0.0034200274167991646 0.004922312865571057
0.6296296 0.016645085 0.0076808995 0.0021598524049551648 0.0041673851986512795
0.654321 0.014096723 0.0060269115 0.0014116479982930702 0.003721854963432994
0.67901236 0.012205224 0.004905375 0.0009564349840377611 0.0034466327663324635
0.7037037 0.0107697435 0.004114661 0.0006705831102693825 0.0032728229248756005
0.72839504 0.009657659 0.0035382675 0.0004850445803421977 0.0031637670821028905
0.75308645 0.008780046 0.0031060171 0.0003607316513665548 0.0030986643506821145
0.7777778 0.0080759935 0.0027739066 0.0002749568304961751 0.003064978056704769
0.80246913 0.0075029503 0.0025133875 0.0002141816698731507 0.003054723128176076
0.8271605 0.0070305355 0.0023053326 0.00017008466653963336 0.003062514557466851
0.8518519 0.0066366536 0.002136573 0.00013740470425558488 0.0030845143142418483
0.8765432 0.006304947 0.0019978173 0.00011272598645936373 0.003117819204017011
0.90123457 0.006023077 0.0018823579 9.377380933502322e-05 0.0031601130777017218
0.9259259 0.00578163 0.0017852596 7.899976369148641e-05 0.0032094645096487373
0.9506173 0.005573299 0.0017028302 6.732768145291847e-05 0.0032642096669223573
0.97530866 0.0053923773 0.0016322643 5.7994816740556934e-05 0.003322912532681833
1.0 0.005234284 0.0015713854 5.045073961610247e-05 0.003384374373407742
