#=================================================================
#Magnetic confinenment device's physical parameters
#-----------------------------------------------------------------
#  Device: Tokamak T-10
#  Field Strength B: 2.84 T
#  Ionization Energy E_ion: 13.598 eV
#  Background neutrals density: 1.00e+02 cm^-3
#  Minimum electron density: 3.00e+12 cm^-3
#  Maximum electron density: 3.33e+13 cm^-3
#  Minimum electron temperature: 20.0 eV
#  Maximum electron temperature: 1315.454 eV
#  Electron density delta: 3.03e+13 cm^-3
#  Electron temperature delta: 1295.454 eV
#  Device minor radius: 32.0 cm
#  Peak power deposition per unit volumen: 2.50e+18 eV cm^-3 s^-1
#  Power profile variance: 1.12 cm
#  Power profile mean radius 0.375 (adim)
#  Coulomb logararithm 17.5 (adim)
#  h constant 3.04e-12  eV^(1/2) cm^5 s^-1
#  wb constant 7.91e+07 eV
#  Characteristic electron density decay scale: 0.001 (adim)
#  Characteristic electron temperature decay scale: 0.001 (adim)
#  Equations normalizations constant: 4.00e+02 s
#=================================================================
#=================================================================
#PINN solver parameters
#-----------------------------------------------------------------
#  Number of hidden layers: 16
#  Collocations points within domain: 1000
#  Collocations points boundaries: 1
#  Number of tests points: 200
#  Number of observation points: 41
#  Number of pre iterations for adam 2000
#  Number of iterations for adam 5000
#  loss functions weights : [0.1, 0.001, 1.0, 1.0, 0.01, 0.01]
#=================================================================
#DATA LAYOUT (NUMBER OF POINTS: 41):
#RADIUS DENSITY TEMPERATURE RESIDUAL_N RESIDUAL_T
#-----------------------------------------------------------------
0.01234568 0.9995917 0.552659 -0.013930047985118465 -4.226539634156889
0.037037037 0.9997191 0.0133993095 -0.00025956216342637206 0.004474256053423016
0.061728396 0.9997393 0.022247702 -2.4963388545732875e-05 0.010139359824652331
0.086419754 0.99974054 0.025319692 1.1334830418695197e-05 0.015116615248332832
0.11111111 0.9997404 0.02660712 2.242583303145358e-05 0.01926952202634008
0.13580246 0.9997403 0.027078975 2.997542174838222e-05 0.022626473739841568
0.16049382 0.99974036 0.026983097 3.5643592092830254e-05 0.0251371004128316
0.18518518 0.9997406 0.026453579 3.919436921356534e-05 0.02679998478118262
0.20987654 0.99974096 0.025647532 4.075445622525814e-05 0.027704218044098984
0.2345679 0.99974126 0.024754966 4.2015352396294244e-05 0.028012242261916242
0.25925925 0.9997414 0.023942692 4.4972227182870026e-05 0.02790002651297851
0.28395063 0.9997414 0.023325024 5.0351185076921026e-05 0.02751335167242436
0.30864197 0.9997413 0.02299834 5.747870383497968e-05 0.026969750684240606
0.33333334 0.9997414 0.023091633 6.282695820469153e-05 0.02637034293295398
0.3580247 0.99974155 0.02378366 5.857120059213717e-05 0.025766290275626876
0.38271606 0.9997414 0.025231846 4.961518263413086e-05 0.025037702656317985
0.4074074 0.9997405 0.027341466 7.00829815612994e-05 0.02375883814589546
0.43209878 0.99973917 0.029528344 0.0001061966233815545 0.0215236471559011
0.45679012 0.9997382 0.031156521 0.00012166594335946595 0.018479715505532256
0.4814815 0.9997376 0.0321296 0.00012553169633355631 0.014983916015555328
0.50617284 0.99973726 0.03266039 0.00012858597871894643 0.011277131760350067
0.5308642 0.99973714 0.03294818 0.00013290175216789177 0.007486597435237585
0.5555556 0.999737 0.033110216 0.00013814826123797843 0.0036846298782844296
0.5802469 0.99973696 0.033206534 0.00014387964716802633 -7.672582552088159e-05
0.60493827 0.99973696 0.033267092 0.00014983799154742893 -0.0037532466890621663
0.6296296 0.9997369 0.033307087 0.00015589795365163265 -0.007305153371368064
0.654321 0.9997369 0.0333346 0.00016200293208029778 -0.010697051447284906
0.67901236 0.9997369 0.03335424 0.0001681272828532402 -0.013898760662066441
0.7037037 0.9997369 0.03336861 0.00017425908032416424 -0.016885848923539795
0.72839504 0.9997369 0.03337937 0.00018039325982773297 -0.019640249450402877
0.75308645 0.99973685 0.033387594 0.00018652745571755798 -0.022150725869448357
0.7777778 0.99973685 0.03339398 0.00019266079584135285 -0.02441298474692
0.80246913 0.99973685 0.033399004 0.00019879282461573801 -0.026430018949847003
0.8271605 0.99973685 0.033403024 0.00020492358655649343 -0.028212164347208985
0.8518519 0.99973685 0.033406276 0.0002110531553173177 -0.029776490314246302
0.8765432 0.99973685 0.03340893 0.00021718161012664636 -0.031146564141598866
0.90123457 0.99973685 0.033411108 0.00022330903703466357 -0.0323515620904257
0.9259259 0.99973685 0.033412892 0.00022943543658803724 -0.03342552432129634
0.9506173 0.99973685 0.03341442 0.00023556130529070785 -0.034405605961959664
0.97530866 0.99973685 0.033415698 0.0002416863849853304 -0.03532895770516922
1.0 0.99973685 0.033416778 0.0002478109322476144 -0.036229332629046186
