#=================================================================
#Magnetic confinenment device's physical parameters
#-----------------------------------------------------------------
#  Device: Rijnhuizen Tokamak Project (RTP)
#  Field Strength B: 2.3 T
#  Ionization Energy E_ion: 13.6 eV
#  Background neutrals density: 1.00e+02 cm^-3
#  Minimum electron density: 6.95e+12 cm^-3
#  Maximum electron density: 5.38e+13 cm^-3
#  Minimum electron temperature: 38.5 eV
#  Maximum electron temperature: 507.5 eV
#  Electron density delta: 4.68e+13 cm^-3
#  Electron temperature delta: 469.0 eV
#  Device minor radius: 16.0 cm
#  Peak power deposition per unit volumen: 6.00e+18 eV cm^-3 s^-1
#  Power profile variance: 1.12 cm
#  Power profile mean radius 0.1 (adim)
#  Coulomb logararithm 17.5 (adim)
#  h constant 4.64e-12  eV^(1/2) cm^5 s^-1
#  wb constant 1.30e+07 eV
#  Characteristic electron density decay scale: 0.001 (adim)
#  Characteristic electron temperature decay scale: 0.001 (adim)
#  Equations normalizations constant: 2.55e+01 s
#=================================================================
#=================================================================
#PINN solver parameters
#-----------------------------------------------------------------
#  Number of hidden layers: 32
#  Collocations points within domain: 5000
#  Collocations points boundaries: 1
#  Number of tests points: 300
#  Number of observation points: 41
#  Number of pre iterations for adam 2000
#  Number of iterations for adam 5000
#  loss functions weights : [0.1, 0.001, 1.0, 1.0, 0.01, 0.01]
#=================================================================
#DATA LAYOUT (NUMBER OF POINTS: 41):
#RADIUS DENSITY TEMPERATURE RESIDUAL_N RESIDUAL_T
#-----------------------------------------------------------------
0.01234568 0.9986094 0.9999823 -0.6076956696509623 1.3040807284177873
0.037037037 0.9866894 0.9570027 -0.9982802717956915 -0.02932347496031065
0.061728396 0.9692167 0.9121545 -0.9668376754301217 -0.027970822027799557
0.086419754 0.9505539 0.8677494 -0.8208288453171483 -0.03396708030806616
0.11111111 0.9317564 0.82425135 -0.7411363100565661 0.03817994537163577
0.13580246 0.9130788 0.781675 -0.685412287799595 0.03226811729522285
0.16049382 0.89455354 0.7399591 -0.6354147096742083 -0.012199077798236715
0.18518518 0.8761839 0.69916373 -0.5968828931764284 -0.03401183633468094
0.20987654 0.8579402 0.6593706 -0.5733154454117374 -0.02148701449296715
0.2345679 0.83975583 0.6206162 -0.562119288204797 0.005980178131075604
0.25925925 0.82154024 0.58289117 -0.5580666714329773 0.026514764159445064
0.28395063 0.8031965 0.5461673 -0.5562367725194949 0.02982742338912351
0.30864197 0.7846333 0.51042056 -0.5532855620617391 0.01821413276971157
0.33333334 0.76577103 0.47564295 -0.547615132437642 0.0010732472218327302
0.3580247 0.7465433 0.4418445 -0.5390145746278733 -0.011774757136891623
0.38271606 0.7268935 0.40904585 -0.5281361754610188 -0.014546333363762159
0.4074074 0.7067703 0.37727123 -0.5160235296267152 -0.006807133185170244
0.43209878 0.68612295 0.34654155 -0.5037613671231698 0.00750495397298279
0.45679012 0.66489524 0.31686968 -0.49224375413030547 0.022479912336519064
0.4814815 0.6430214 0.28826 -0.48202311521134994 0.03260130237314256
0.50617284 0.6204209 0.26070854 -0.47316673690220146 0.0347018462534146
0.5308642 0.59699607 0.23420812 -0.4651340085895541 0.02902365171035011
0.5555556 0.57262915 0.20875205 -0.4567082628932847 0.019279881107570857
0.5802469 0.5471843 0.18434139 -0.44612894474671244 0.011451544218292281
0.60493827 0.52050865 0.16098723 -0.43149420897889795 0.01150819704524636
0.6296296 0.492439 0.13871236 -0.4114042034474739 0.02241660523888517
0.654321 0.46280465 0.11754519 -0.38551369680607045 0.04189386246432309
0.67901236 0.43142763 0.09750888 -0.3545125348394327 0.06238762466604194
0.7037037 0.39811698 0.078606494 -0.31924090719239673 0.07390798495293568
0.72839504 0.3626615 0.06081025 -0.27931355694507826 0.06921818622780905
0.75308645 0.32483536 0.04406877 -0.2313091210016759 0.05307430017644122
0.7777778 0.28445747 0.02840917 -0.16198891978633356 0.06894296668206759
0.80246913 0.24164957 0.01444509 -0.03535858205505975 0.24015950348145002
0.8271605 0.19754118 0.004493463 0.14484142761532282 0.5316786479862383
0.8518519 0.15425321 0.00066207815 0.21010598579495912 0.5288445595644548
0.8765432 0.11291613 6.898757e-05 0.30610493696428104 0.40759964747359323
0.90123457 0.07648734 1.0955985e-05 0.30111005903895127 0.3101658986523294
0.9259259 0.046920154 2.0263817e-06 0.24358283784822565 0.24033309314554568
0.9506173 0.025116589 3.8455443e-07 0.2725938176554619 0.19471020861963792
0.97530866 0.013681575 2.416065e-07 0.14068519936326454 0.17429646929198744
1.0 0.008952247 2.0864341e-07 0.049113793624011644 0.16842843399863178
