0.0 0.99888843 0.99997497 -0.0010576125932857394 -0.0001145838126540184
0.025 0.9692147 0.9543127 -1.023189522793698 0.023502975829331377
0.05 0.94384634 0.9089744 -0.8132916684267085 -0.049044201731911645
0.075 0.9210404 0.8641415 -0.7368487073384498 0.007289721468916071
0.1 0.8996121 0.82020277 -0.6987892195487576 0.016454509897779475
0.125 0.8789328 0.77704287 -0.6446954344502941 -0.015668494312783707
0.15 0.85878795 0.7347721 -0.5925636691757562 -0.023656919332658333
0.175 0.83907473 0.6935332 -0.5544045041237484 -0.004899659080793924
0.2 0.8196905 0.6533841 -0.5300692060985276 0.01722153727219654
0.225 0.8005218 0.6143112 -0.514388107130668 0.02669858949095709
0.25 0.7814576 0.5762751 -0.5023306274326373 0.02138515449042319
0.275 0.76239985 0.53924507 -0.4908718398974544 0.007612068259423438
0.3 0.7432672 0.50321096 -0.47896817299753164 -0.00620784595358731
0.325 0.7239914 0.46818203 -0.466858094698855 -0.01360815448905521
0.35 0.704512 0.43417832 -0.4553348783686545 -0.012071283949672279
0.375 0.6847702 0.4012221 -0.44520670642292876 -0.0030528255263765234
0.4 0.66470283 0.36933157 -0.4369852089441637 0.00935005677711422
0.425 0.64423823 0.3385166 -0.43075537964795346 0.02034737565535548
0.45 0.6232934 0.30877987 -0.4261624020050826 0.026248667437127053
0.475 0.60177207 0.28011817 -0.42247298246207743 0.02561594145384968
0.5 0.5795649 0.25252697 -0.4186750657002609 0.019639744887695956
0.525 0.5565494 0.22600368 -0.4136204668547898 0.011680938932165215
0.55 0.53259087 0.20055221 -0.4062140831041157 0.006236709624985182
0.575 0.5075439 0.1761849 -0.3956538314655945 0.007263000647730932
0.6 0.48125148 0.15292165 -0.38164206703395576 0.01648893219375944
0.625 0.4535411 0.13078603 -0.36434261078505226 0.0321558167798566
0.65 0.4242182 0.10979743 -0.34365980671149815 0.04921679690226734
0.675 0.3930603 0.089962915 -0.3174142359007383 0.06173853071815162
0.7 0.3598317 0.07127528 -0.2791401466684415 0.0667643593806324
0.725 0.32435715 0.053721316 -0.21994038989974912 0.06590133339911897
0.75 0.28667614 0.037292816 -0.14297487314102775 0.061721488630486064
0.775 0.2471189 0.02202433 -0.07993969379625442 0.07578330915425396
0.8 0.20597865 0.008679924 -0.009809470019273398 0.264734630965911
0.825 0.16390762 0.0011140327 0.17561630897636377 0.5222137732907822
0.85 0.12314396 2.8006883e-05 0.2273598156170118 0.4266238917336613
0.875 0.085522056 9.960471e-07 0.2826227290598668 0.32578611759572845
0.9 0.053687852 2.1560547e-07 0.24771907477461882 0.25007214505124675
0.925 0.029407563 1.2038596e-07 0.28650443557621535 0.19895226844482994
0.95 0.015863245 8.674723e-08 0.16477396402739528 0.17437610040223428
0.975 0.010156841 7.343826e-08 0.058860745392550005 0.16674233354406648
